Date,Time,Open,High,Low,Close,Volume
2019.04.12,05:00,1.1291,1.1291,1.12833,1.12855,1130
2019.04.12,06:00,1.12856,1.12883,1.12821,1.12838,2482
2019.04.12,07:00,1.12842,1.12911,1.12812,1.12882,3934
2019.04.12,08:00,1.12881,1.13095,1.12868,1.13051,6626
2019.04.12,09:00,1.13051,1.13139,1.13039,1.13137,4381
2019.04.12,10:00,1.13136,1.13185,1.13053,1.13128,3839
2019.04.12,11:00,1.13127,1.13211,1.13063,1.13063,4122
2019.04.12,12:00,1.13064,1.1322,1.13064,1.13199,4350
2019.04.12,13:00,1.132,1.13234,1.13108,1.13135,4182
2019.04.12,14:00,1.13139,1.13221,1.13114,1.13132,5497
2019.04.12,15:00,1.13134,1.13204,1.13035,1.13039,4296
2019.04.12,16:00,1.13038,1.13073,1.12944,1.12981,2961
2019.04.12,17:00,1.12982,1.12991,1.12939,1.12965,1730
2019.04.12,18:00,1.12967,1.12989,1.1295,1.12956,1544
2019.04.12,19:00,1.12954,1.12984,1.12938,1.12982,1719
2019.04.12,20:00,1.12983,1.12983,1.12921,1.12973,961
2019.04.14,21:05,1.13033,1.13037,1.12987,1.13033,503
2019.04.14,22:05,1.13031,1.13062,1.13013,1.13035,616
2019.04.14,23:05,1.13035,1.13069,1.13018,1.13025,1102
2019.04.15,00:00,1.13028,1.13059,1.13011,1.13035,1505
2019.04.15,01:00,1.13035,1.13088,1.13014,1.13084,1464
2019.04.15,02:00,1.13085,1.13139,1.13076,1.13134,1351
2019.04.15,03:00,1.13132,1.13138,1.13106,1.13108,1125
2019.04.15,04:00,1.13107,1.13123,1.13083,1.13086,879
2019.04.15,05:00,1.13087,1.13101,1.13053,1.13063,1153
2019.04.15,06:00,1.13062,1.13137,1.13022,1.13114,2929
2019.04.15,07:00,1.13114,1.13205,1.1311,1.13161,4724
2019.04.15,08:00,1.1316,1.13197,1.13122,1.13176,4063
2019.04.15,09:00,1.13176,1.13192,1.1312,1.13136,3093
2019.04.15,10:00,1.13137,1.13148,1.1307,1.13092,3660
2019.04.15,11:00,1.1309,1.1316,1.13057,1.13075,3167
2019.04.15,12:00,1.13077,1.13145,1.13075,1.13128,3948
2019.04.15,13:00,1.13128,1.13153,1.12972,1.1303,4084
2019.04.15,14:00,1.13031,1.13118,1.13024,1.13079,4792
2019.04.15,15:00,1.13078,1.13078,1.12999,1.13034,3645
2019.04.15,16:00,1.13035,1.13084,1.13018,1.13063,2198
2019.04.15,17:00,1.13062,1.13077,1.13014,1.13022,1337
2019.04.15,18:00,1.13022,1.13047,1.12996,1.13033,1776
2019.04.15,19:00,1.13034,1.13052,1.12996,1.1305,1542
2019.04.15,20:00,1.13052,1.13052,1.13008,1.13028,1165
2019.04.15,21:05,1.13035,1.13061,1.12996,1.13011,1870
2019.04.15,22:05,1.13012,1.13029,1.13009,1.13023,540
2019.04.15,23:05,1.13023,1.13043,1.13017,1.1304,556
2019.04.16,00:00,1.13035,1.1307,1.1302,1.13051,1409
2019.04.16,01:00,1.13052,1.1306,1.12923,1.1293,2040
2019.04.16,02:00,1.12929,1.12989,1.12925,1.12981,1211
2019.04.16,03:00,1.12982,1.13029,1.12964,1.13023,1080
2019.04.16,04:00,1.13024,1.13044,1.13015,1.1304,1035
2019.04.16,05:00,1.13039,1.13053,1.13018,1.13046,1333
2019.04.16,06:00,1.13044,1.13093,1.13009,1.13076,2790
2019.04.16,07:00,1.13075,1.13114,1.12987,1.13097,5172
2019.04.16,08:00,1.13097,1.13135,1.13041,1.13047,4105
2019.04.16,09:00,1.13047,1.13102,1.12794,1.12904,8776
2019.04.16,10:00,1.12901,1.13043,1.12894,1.13002,5596
2019.04.16,11:00,1.13,1.13103,1.12987,1.1309,4324
2019.04.16,12:00,1.1309,1.13113,1.12915,1.12967,6387
2019.04.16,13:00,1.12965,1.13023,1.12939,1.12956,6724
2019.04.16,14:00,1.12956,1.13055,1.12933,1.12998,6215
2019.04.16,15:00,1.12995,1.13021,1.12871,1.12921,5169
2019.04.16,16:00,1.12923,1.12927,1.12798,1.12836,3299
2019.04.16,17:00,1.12833,1.12888,1.12826,1.12876,2298
2019.04.16,18:00,1.12875,1.12901,1.12842,1.12872,1707
2019.04.16,19:00,1.12875,1.12889,1.12822,1.12826,1941
2019.04.16,20:00,1.12828,1.12838,1.12796,1.12796,1121
2019.04.16,21:05,1.12833,1.12861,1.1282,1.12858,1344
2019.04.16,22:05,1.12859,1.12877,1.12784,1.12816,1262
2019.04.16,23:05,1.12815,1.12851,1.12815,1.12842,672
2019.04.17,00:00,1.12841,1.12867,1.1281,1.12862,1664
2019.04.17,01:00,1.12862,1.12943,1.12836,1.1293,1532
2019.04.17,02:00,1.12933,1.13025,1.1293,1.1298,2464
2019.04.17,03:00,1.12979,1.13032,1.12977,1.13027,1343
2019.04.17,04:00,1.13026,1.1304,1.13024,1.13028,1230
2019.04.17,05:00,1.13029,1.13111,1.13026,1.1311,1528
2019.04.17,06:00,1.13109,1.13134,1.13033,1.1306,3524
2019.04.17,07:00,1.13059,1.13234,1.13035,1.13166,4790
2019.04.17,08:00,1.13164,1.132,1.13107,1.13154,3806
2019.04.17,09:00,1.13153,1.1319,1.13055,1.13082,3751
2019.04.17,10:00,1.13083,1.13117,1.13046,1.13091,3202
2019.04.17,11:00,1.13092,1.13131,1.13016,1.13018,3674
2019.04.17,12:00,1.13018,1.13072,1.13,1.13032,4160
2019.04.17,13:00,1.13033,1.1305,1.12906,1.13034,5589
2019.04.17,14:00,1.13034,1.1307,1.12904,1.13027,6827
2019.04.17,15:00,1.13029,1.1303,1.12949,1.12956,4560
2019.04.17,16:00,1.12956,1.13007,1.12927,1.12959,3117
2019.04.17,17:00,1.1296,1.13022,1.12955,1.12964,2028
2019.04.17,18:00,1.12963,1.12991,1.12938,1.12982,2120
2019.04.17,19:00,1.1298,1.13011,1.12973,1.1299,1319
2019.04.17,20:00,1.12991,1.13002,1.12926,1.12937,1230
2019.04.17,21:05,1.12935,1.12991,1.1293,1.12973,2895
2019.04.17,22:05,1.12974,1.12998,1.1297,1.12977,557
2019.04.17,23:05,1.12976,1.12982,1.12961,1.12962,522
2019.04.18,00:00,1.12963,1.12984,1.12939,1.12983,1093
2019.04.18,01:00,1.12984,1.13003,1.1292,1.12921,2168
2019.04.18,02:00,1.1292,1.12954,1.12892,1.12919,1311
2019.04.18,03:00,1.1292,1.12939,1.12918,1.12937,1075
2019.04.18,04:00,1.12938,1.12953,1.12928,1.12944,808
2019.04.18,05:00,1.12945,1.13007,1.12944,1.12996,1473
2019.04.18,06:00,1.12996,1.13035,1.12961,1.13009,2684
2019.04.18,07:00,1.13008,1.13021,1.12643,1.12706,9320
2019.04.18,08:00,1.12707,1.12707,1.12427,1.12603,9334
2019.04.18,09:00,1.12604,1.12605,1.12488,1.12513,4071
2019.04.18,10:00,1.12512,1.12568,1.12487,1.12537,3118
2019.04.18,11:00,1.12537,1.12579,1.12496,1.12517,3372
2019.04.18,12:00,1.1252,1.12535,1.12377,1.12403,7664
2019.04.18,13:00,1.12403,1.12534,1.12357,1.12491,6756
2019.04.18,14:00,1.12491,1.12504,1.12356,1.12428,5885
2019.04.18,15:00,1.12429,1.12445,1.12374,1.12405,4274
2019.04.18,16:00,1.12403,1.12403,1.12286,1.12294,3816
2019.04.18,17:00,1.12293,1.12302,1.12258,1.12277,3249
2019.04.18,18:00,1.12278,1.12313,1.12268,1.12298,2247
2019.04.18,19:00,1.12298,1.1231,1.12286,1.12293,1756
2019.04.18,20:00,1.12293,1.12326,1.12265,1.12275,1198
2019.04.18,21:05,1.12292,1.12348,1.12271,1.12345,961
2019.04.18,22:05,1.12346,1.12371,1.12332,1.1237,511
2019.04.18,23:05,1.12368,1.12379,1.1234,1.12346,405
2019.04.19,00:00,1.12345,1.12402,1.12344,1.12395,405
2019.04.19,01:00,1.12394,1.12416,1.12388,1.12409,290
2019.04.19,02:00,1.1241,1.12419,1.12321,1.12359,919
2019.04.19,03:00,1.12362,1.12367,1.12359,1.12363,196
2019.04.19,04:00,1.12363,1.12377,1.12348,1.12377,374
2019.04.19,05:00,1.1238,1.1243,1.1238,1.12427,1977
2019.04.19,06:00,1.12426,1.12447,1.12412,1.12419,2640
2019.04.19,07:00,1.12419,1.12451,1.12418,1.12432,1685
2019.04.19,08:00,1.12433,1.12472,1.12429,1.12461,692
2019.04.19,09:00,1.1246,1.12461,1.12429,1.12443,792
2019.04.19,10:00,1.12442,1.12468,1.12438,1.12462,651
2019.04.19,11:00,1.12462,1.12464,1.12447,1.12449,344
2019.04.19,12:00,1.1245,1.12456,1.12417,1.12438,1674
2019.04.19,13:00,1.12438,1.12459,1.12418,1.1244,1563
2019.04.19,14:00,1.12438,1.12474,1.12434,1.1246,1610
2019.04.19,15:00,1.12462,1.1247,1.12436,1.12456,2510
2019.04.19,16:00,1.12455,1.12455,1.12421,1.12446,1286
2019.04.19,17:00,1.12446,1.12449,1.12421,1.12436,1037
2019.04.19,18:00,1.12436,1.12456,1.12425,1.12445,1232
2019.04.19,19:00,1.12444,1.12461,1.12441,1.12446,735
2019.04.19,20:00,1.12447,1.12465,1.12436,1.12456,5903
2019.04.21,21:05,1.12428,1.12446,1.12365,1.1238,423
2019.04.21,22:05,1.12381,1.12423,1.12381,1.12419,752
2019.04.21,23:05,1.12418,1.12441,1.12412,1.12435,313
2019.04.22,00:00,1.12437,1.1245,1.12418,1.12421,784
2019.04.22,01:00,1.12421,1.12438,1.12399,1.12402,849
2019.04.22,02:00,1.12403,1.12412,1.12363,1.12394,918
2019.04.22,03:00,1.12392,1.12409,1.12364,1.12364,787
2019.04.22,04:00,1.12364,1.12379,1.12355,1.12377,616
2019.04.22,05:00,1.12377,1.12431,1.12368,1.12423,899
2019.04.22,06:00,1.12421,1.1244,1.124,1.12429,1314
2019.04.22,07:00,1.1243,1.12467,1.1241,1.12464,1197
2019.04.22,08:00,1.12463,1.12473,1.12428,1.12455,968
2019.04.22,09:00,1.12454,1.12494,1.12454,1.12486,825
2019.04.22,10:00,1.12486,1.12515,1.12479,1.12493,812
2019.04.22,11:00,1.12493,1.12503,1.12468,1.12476,991
2019.04.22,12:00,1.12477,1.12544,1.12458,1.12488,2263
2019.04.22,13:00,1.12487,1.12538,1.12481,1.12512,2078
2019.04.22,14:00,1.12513,1.12565,1.12496,1.12542,2430
2019.04.22,15:00,1.12543,1.12616,1.12524,1.12575,1562
2019.04.22,16:00,1.12575,1.12613,1.1257,1.12578,1636
2019.04.22,17:00,1.12579,1.12611,1.12578,1.12605,1231
2019.04.22,18:00,1.12605,1.12614,1.12581,1.12581,1671
2019.04.22,19:00,1.12581,1.12601,1.12576,1.12583,1011
2019.04.22,20:00,1.12581,1.12584,1.12555,1.12555,717
2019.04.22,21:05,1.12561,1.12594,1.12537,1.12592,614
2019.04.22,22:05,1.12593,1.12601,1.12585,1.12594,428
2019.04.22,23:05,1.12596,1.12599,1.12579,1.12581,365
2019.04.23,00:00,1.12584,1.12584,1.12442,1.12443,1772
2019.04.23,01:00,1.12444,1.12506,1.12444,1.12491,1281
2019.04.23,02:00,1.12491,1.12507,1.12469,1.12491,951
2019.04.23,03:00,1.12491,1.12546,1.12491,1.12526,966
2019.04.23,04:00,1.12526,1.1253,1.12493,1.12496,873
2019.04.23,05:00,1.12496,1.12514,1.12466,1.12493,1263
2019.04.23,06:00,1.12491,1.12491,1.12425,1.12474,3764
2019.04.23,07:00,1.12475,1.12509,1.12414,1.12447,4905
2019.04.23,08:00,1.12449,1.12579,1.12417,1.12497,4071
2019.04.23,09:00,1.12499,1.12609,1.12494,1.12559,3262
2019.04.23,10:00,1.12558,1.12558,1.12486,1.12524,2958
2019.04.23,11:00,1.12525,1.12526,1.12438,1.12459,3391
2019.04.23,12:00,1.12461,1.12474,1.12163,1.12174,5882
2019.04.23,13:00,1.12173,1.1218,1.12037,1.12103,5978
2019.04.23,14:00,1.12102,1.12115,1.11919,1.12063,6082
2019.04.23,15:00,1.12064,1.12122,1.11999,1.12118,3793
2019.04.23,16:00,1.12118,1.12157,1.121,1.12131,3580
2019.04.23,17:00,1.12131,1.1214,1.12091,1.1213,2611
2019.04.23,18:00,1.12129,1.12162,1.12107,1.12145,1951
2019.04.23,19:00,1.1214,1.12243,1.1214,1.12241,2241
2019.04.23,20:00,1.1224,1.12273,1.12211,1.12259,1049
2019.04.23,21:05,1.12235,1.1225,1.1221,1.12229,1501
2019.04.23,22:05,1.12228,1.12232,1.12208,1.12214,796
2019.04.23,23:05,1.12216,1.12241,1.12213,1.12233,642
2019.04.24,00:00,1.12236,1.12237,1.12166,1.12173,1565
2019.04.24,01:00,1.12173,1.12203,1.12091,1.12166,2942
2019.04.24,02:00,1.12165,1.12166,1.12087,1.12137,2040
2019.04.24,03:00,1.12138,1.12143,1.12082,1.12108,1418
2019.04.24,04:00,1.12107,1.1216,1.12105,1.12157,1383
2019.04.24,05:00,1.12158,1.12177,1.12129,1.1214,1113
2019.04.24,06:00,1.1214,1.1215,1.12036,1.12077,3614
2019.04.24,07:00,1.12076,1.12174,1.12005,1.12163,5693
2019.04.24,08:00,1.12162,1.12192,1.11943,1.12178,7380
2019.04.24,09:00,1.12177,1.1223,1.12102,1.1214,4239
2019.04.24,10:00,1.12142,1.12149,1.12077,1.12087,3842
2019.04.24,11:00,1.12087,1.12115,1.12032,1.12109,3746
2019.04.24,12:00,1.12108,1.12115,1.12022,1.1203,4164
2019.04.24,13:00,1.12032,1.12032,1.11805,1.11923,6331
2019.04.24,14:00,1.11917,1.12094,1.11888,1.12041,7413
2019.04.24,15:00,1.12043,1.12045,1.11897,1.11909,4428
2019.04.24,16:00,1.1191,1.11918,1.1156,1.11584,5902
2019.04.24,17:00,1.11583,1.11647,1.11528,1.11639,3895
2019.04.24,18:00,1.11637,1.11644,1.11402,1.1141,5439
2019.04.24,19:00,1.11408,1.11569,1.11408,1.1156,3188
2019.04.24,20:00,1.11561,1.11587,1.11506,1.11516,1476
2019.04.24,21:05,1.11522,1.11581,1.11515,1.11572,2159
2019.04.24,22:05,1.11575,1.11587,1.11531,1.11538,979
2019.04.24,23:05,1.11538,1.11555,1.11497,1.1153,1110
2019.04.25,00:00,1.11528,1.11534,1.11448,1.11521,1802
2019.04.25,01:00,1.11521,1.11543,1.11445,1.11538,1828
2019.04.25,02:00,1.11537,1.11598,1.11501,1.11589,1680
2019.04.25,03:00,1.11587,1.1159,1.11556,1.11561,1005
2019.04.25,04:00,1.11562,1.11577,1.11501,1.11569,1094
2019.04.25,05:00,1.11568,1.11583,1.11524,1.11552,1394
2019.04.25,06:00,1.11551,1.11621,1.1151,1.11547,3343
2019.04.25,07:00,1.11543,1.11593,1.11442,1.11541,6707
2019.04.25,08:00,1.1154,1.11548,1.11344,1.1147,5878
2019.04.25,09:00,1.11469,1.11476,1.11288,1.11332,4796
2019.04.25,10:00,1.11332,1.1141,1.11309,1.11323,3469
2019.04.25,11:00,1.11324,1.11338,1.11215,1.11233,4372
2019.04.25,12:00,1.11232,1.11306,1.11176,1.11303,6742
2019.04.25,13:00,1.113,1.11464,1.11293,1.11414,6189
2019.04.25,14:00,1.11415,1.11541,1.11388,1.11433,5779
2019.04.25,15:00,1.11434,1.11475,1.11319,1.11392,4132
2019.04.25,16:00,1.11393,1.11431,1.11294,1.11362,2883
2019.04.25,17:00,1.11363,1.11383,1.11319,1.11354,2228
2019.04.25,18:00,1.11355,1.11357,1.11267,1.11268,2019
2019.04.25,19:00,1.11267,1.11335,1.11267,1.11324,1814
2019.04.25,20:00,1.11323,1.11335,1.11285,1.11285,901
2019.04.25,21:05,1.11305,1.11362,1.11291,1.11354,1939
2019.04.25,22:05,1.11353,1.11373,1.11341,1.1137,650
2019.04.25,23:05,1.11369,1.11388,1.11348,1.1135,842
2019.04.26,00:00,1.11348,1.11363,1.11238,1.1129,2843
2019.04.26,01:00,1.1129,1.11381,1.11266,1.11336,2521
2019.04.26,02:00,1.11336,1.11409,1.1129,1.11385,2770
2019.04.26,03:00,1.11384,1.11385,1.11344,1.1135,1195
2019.04.26,04:00,1.11354,1.11374,1.11348,1.11348,884
2019.04.26,05:00,1.11349,1.11397,1.11327,1.11385,1518
2019.04.26,06:00,1.11385,1.1147,1.1134,1.11441,3715
2019.04.26,07:00,1.1144,1.11464,1.11378,1.11404,3827
2019.04.26,08:00,1.11404,1.11442,1.11291,1.11419,4160
2019.04.26,09:00,1.11422,1.11444,1.11369,1.11369,2219
2019.04.26,10:00,1.11368,1.11393,1.11344,1.11365,2189
2019.04.26,11:00,1.11366,1.11414,1.11322,1.1133,3216
2019.04.26,12:00,1.11331,1.11587,1.11107,1.11476,11105
2019.04.26,13:00,1.11476,1.11566,1.11419,1.11539,8475
2019.04.26,14:00,1.11537,1.11736,1.11511,1.11624,9197
2019.04.26,15:00,1.11627,1.11684,1.11534,1.11536,5672
2019.04.26,16:00,1.11534,1.11633,1.11506,1.11627,2628
2019.04.26,17:00,1.11626,1.11656,1.11558,1.11566,1597
2019.04.26,18:00,1.11567,1.11596,1.11508,1.11537,1803
2019.04.26,19:00,1.11538,1.11539,1.11467,1.11472,2460
2019.04.26,20:00,1.11472,1.11533,1.11463,1.11486,1014
2019.04.28,21:05,1.11462,1.11505,1.11461,1.11496,1078
2019.04.28,22:05,1.11495,1.11505,1.11476,1.11494,441
2019.04.28,23:05,1.11494,1.11514,1.11472,1.1149,755
2019.04.29,00:00,1.11485,1.11499,1.11471,1.11484,1188
2019.04.29,01:00,1.11484,1.1149,1.11447,1.11488,903
2019.04.29,02:00,1.11488,1.11576,1.11485,1.11575,1049
2019.04.29,03:00,1.11571,1.11585,1.11552,1.11574,690
2019.04.29,04:00,1.11574,1.11596,1.11568,1.1158,595
2019.04.29,05:00,1.11578,1.11598,1.1156,1.11571,876
2019.04.29,06:00,1.11569,1.11657,1.11557,1.11591,2494
2019.04.29,07:00,1.11592,1.11654,1.11555,1.11596,3310
2019.04.29,08:00,1.11595,1.11666,1.11561,1.11647,2874
2019.04.29,09:00,1.11645,1.11655,1.11594,1.11617,2383
2019.04.29,10:00,1.11616,1.11617,1.1151,1.11526,1712
2019.04.29,11:00,1.11525,1.11562,1.1149,1.11508,2379
2019.04.29,12:00,1.11508,1.1161,1.11449,1.11552,4930
2019.04.29,13:00,1.1155,1.11593,1.11499,1.11501,3799
2019.04.29,14:00,1.11502,1.11673,1.11484,1.11657,4374
2019.04.29,15:00,1.11659,1.11698,1.11629,1.11653,3364
2019.04.29,16:00,1.11656,1.11837,1.11648,1.11806,3709
2019.04.29,17:00,1.11806,1.11829,1.11775,1.11792,2455
2019.04.29,18:00,1.11791,1.11864,1.11763,1.11826,2283
2019.04.29,19:00,1.11827,1.11853,1.11814,1.11828,1482
2019.04.29,20:00,1.11828,1.11854,1.11819,1.11839,788
2019.04.29,21:05,1.11846,1.1185,1.11822,1.11833,900
2019.04.29,22:05,1.11834,1.11843,1.11827,1.11839,256
2019.04.29,23:05,1.11839,1.11854,1.11831,1.11845,468
2019.04.30,00:00,1.11836,1.11908,1.11824,1.11894,870
2019.04.30,01:00,1.11893,1.11893,1.11788,1.11856,2990
2019.04.30,02:00,1.11856,1.11896,1.11846,1.11881,981
2019.04.30,03:00,1.11883,1.11925,1.11868,1.11868,871
2019.04.30,04:00,1.11868,1.11883,1.11852,1.11881,561
2019.04.30,05:00,1.11881,1.11899,1.11759,1.11783,1210
2019.04.30,06:00,1.1178,1.11829,1.11754,1.11824,2911
2019.04.30,07:00,1.1183,1.11947,1.11806,1.11856,5198
2019.04.30,08:00,1.11857,1.12075,1.1185,1.12056,6901
2019.04.30,09:00,1.12057,1.12157,1.12052,1.12099,4506
2019.04.30,10:00,1.121,1.12135,1.12036,1.12115,2717
2019.04.30,11:00,1.12114,1.12196,1.12096,1.12194,2561
2019.04.30,12:00,1.12195,1.12275,1.12156,1.1219,5745
2019.04.30,13:00,1.1219,1.12287,1.12152,1.12253,4508
2019.04.30,14:00,1.12254,1.12254,1.12048,1.1205,6482
2019.04.30,15:00,1.12049,1.12074,1.11972,1.12003,6393
2019.04.30,16:00,1.12003,1.1217,1.11992,1.12163,3047
2019.04.30,17:00,1.12163,1.1225,1.12129,1.12194,3268
2019.04.30,18:00,1.12193,1.12214,1.12151,1.12213,3539
2019.04.30,19:00,1.12213,1.12222,1.1215,1.1216,3312
2019.04.30,20:00,1.12161,1.12172,1.12136,1.12139,1237
2019.04.30,21:05,1.1215,1.12166,1.12109,1.12149,1096
2019.04.30,22:05,1.12149,1.12154,1.12103,1.12131,801
2019.04.30,23:05,1.12131,1.12155,1.12115,1.12154,414
2019.05.01,00:00,1.12152,1.12179,1.12144,1.12179,622
2019.05.01,01:00,1.1218,1.12182,1.12163,1.12169,551
2019.05.01,02:00,1.1217,1.12175,1.12134,1.12149,529
2019.05.01,03:00,1.1215,1.12194,1.12149,1.1218,658
2019.05.01,04:00,1.12181,1.12184,1.12169,1.1217,284
2019.05.01,05:00,1.12171,1.12184,1.12169,1.12184,441
2019.05.01,06:00,1.12182,1.122,1.12138,1.1216,1380
2019.05.01,07:00,1.12159,1.12296,1.12155,1.12269,1869
2019.05.01,08:00,1.12267,1.12296,1.12225,1.12277,1440
2019.05.01,09:00,1.12276,1.12392,1.12274,1.12341,2190
2019.05.01,10:00,1.12342,1.12385,1.12333,1.12359,1340
2019.05.01,11:00,1.12359,1.12368,1.12296,1.12364,1671
2019.05.01,12:00,1.12362,1.12368,1.12214,1.12241,4959
2019.05.01,13:00,1.1224,1.12285,1.12228,1.12278,3195
2019.05.01,14:00,1.12279,1.12476,1.12279,1.12397,7069
2019.05.01,15:00,1.12398,1.12495,1.12397,1.12449,3038
2019.05.01,16:00,1.12447,1.12465,1.12401,1.12415,2256
2019.05.01,17:00,1.12417,1.12473,1.12417,1.12458,2326
2019.05.01,18:00,1.12455,1.12643,1.11937,1.11938,18973
2019.05.01,19:00,1.11938,1.11997,1.11867,1.11947,10510
2019.05.01,20:00,1.11946,1.11994,1.11901,1.11946,1607
2019.05.01,21:05,1.11947,1.12017,1.11936,1.12011,1180
2019.05.01,22:05,1.1201,1.12031,1.12005,1.12017,658
2019.05.01,23:05,1.12017,1.12022,1.11992,1.1202,619
2019.05.02,00:00,1.12015,1.1206,1.11993,1.12056,1240
2019.05.02,01:00,1.12057,1.12087,1.12045,1.12081,1195
2019.05.02,02:00,1.12082,1.12083,1.11996,1.12012,1456
2019.05.02,03:00,1.12011,1.12079,1.12011,1.12057,1261
2019.05.02,04:00,1.12058,1.12087,1.12047,1.12071,1055
2019.05.02,05:00,1.12071,1.1208,1.12037,1.12041,1104
2019.05.02,06:00,1.1204,1.12072,1.11918,1.11928,3633
2019.05.02,07:00,1.11926,1.12187,1.11907,1.1213,6374
2019.05.02,08:00,1.1213,1.12155,1.12052,1.12079,4413
2019.05.02,09:00,1.12078,1.12129,1.11998,1.12015,3131
2019.05.02,10:00,1.12014,1.12023,1.11957,1.12013,2833
2019.05.02,11:00,1.12014,1.1209,1.1198,1.12043,5427
2019.05.02,12:00,1.12046,1.12114,1.11952,1.11962,5891
2019.05.02,13:00,1.11961,1.12017,1.11755,1.11849,6383
2019.05.02,14:00,1.1185,1.11877,1.11761,1.11814,6354
2019.05.02,15:00,1.11815,1.11844,1.11715,1.1184,6956
2019.05.02,16:00,1.11838,1.11838,1.1174,1.11776,4367
2019.05.02,17:00,1.11783,1.11795,1.11727,1.1178,2911
2019.05.02,18:00,1.1178,1.11806,1.11719,1.11747,2242
2019.05.02,19:00,1.11748,1.11774,1.11721,1.11721,2183
2019.05.02,20:00,1.11722,1.11736,1.11703,1.11714,867
2019.05.02,21:05,1.11724,1.11732,1.11714,1.11731,396
2019.05.02,22:05,1.11732,1.11752,1.11726,1.11751,872
2019.05.02,23:05,1.11749,1.11751,1.11725,1.11726,679
2019.05.03,00:00,1.11723,1.11771,1.11701,1.1177,967
2019.05.03,01:00,1.1177,1.1177,1.11701,1.11745,1416
2019.05.03,02:00,1.11745,1.11771,1.1173,1.11741,1307
2019.05.03,03:00,1.11741,1.11756,1.11724,1.1173,900
2019.05.03,04:00,1.11731,1.11745,1.11666,1.11681,997
2019.05.03,05:00,1.11682,1.11729,1.11678,1.1171,1179
2019.05.03,06:00,1.1171,1.11714,1.11598,1.11611,3539
2019.05.03,07:00,1.11609,1.11689,1.11577,1.11676,5631
2019.05.03,08:00,1.11675,1.11677,1.11606,1.11648,3442
2019.05.03,09:00,1.11651,1.11659,1.11534,1.11538,3358
2019.05.03,10:00,1.11536,1.11594,1.11516,1.11523,2954
2019.05.03,11:00,1.11521,1.11529,1.11437,1.11518,3030
2019.05.03,12:00,1.11517,1.11641,1.11347,1.11596,9925
2019.05.03,13:00,1.11596,1.11716,1.11539,1.11716,8132
2019.05.03,14:00,1.11718,1.11941,1.11704,1.11868,10039
2019.05.03,15:00,1.1187,1.11994,1.1183,1.11875,9251
2019.05.03,16:00,1.11876,1.12003,1.11835,1.11953,4420
2019.05.03,17:00,1.11954,1.11971,1.1192,1.11923,2653
2019.05.03,18:00,1.11922,1.11999,1.11896,1.11933,2806
2019.05.03,19:00,1.11934,1.12017,1.11916,1.11991,2739
2019.05.03,20:00,1.11992,1.12043,1.11978,1.12034,903
2019.05.05,21:05,1.11776,1.11876,1.11706,1.11846,1946
2019.05.05,22:05,1.11843,1.12,1.11829,1.11961,2532
2019.05.05,23:05,1.1196,1.11982,1.11809,1.11843,2256
2019.05.06,00:00,1.11848,1.11876,1.11802,1.11849,3355
2019.05.06,01:00,1.11849,1.11942,1.11829,1.11915,2927
2019.05.06,02:00,1.11915,1.11916,1.11846,1.1189,1839
2019.05.06,03:00,1.11889,1.11933,1.1187,1.11932,1774
2019.05.06,04:00,1.11932,1.11954,1.11903,1.11906,1460
2019.05.06,05:00,1.11906,1.11928,1.11856,1.1191,1528
2019.05.06,06:00,1.1191,1.11944,1.11868,1.1189,2809
2019.05.06,07:00,1.11885,1.11934,1.11834,1.1187,5309
2019.05.06,08:00,1.11871,1.11921,1.11827,1.11835,2620
2019.05.06,09:00,1.11836,1.1195,1.11827,1.11932,3100
2019.05.06,10:00,1.11931,1.11981,1.11887,1.11973,3232
2019.05.06,11:00,1.11972,1.12032,1.11958,1.11975,3103
2019.05.06,12:00,1.11979,1.1203,1.11787,1.11828,4599
2019.05.06,13:00,1.11829,1.11928,1.11802,1.11911,4481
2019.05.06,14:00,1.11909,1.11964,1.11842,1.11962,4755
2019.05.06,15:00,1.11959,1.11978,1.11888,1.11962,4361
2019.05.06,16:00,1.11962,1.12064,1.11954,1.12025,3224
2019.05.06,17:00,1.12024,1.12089,1.12016,1.12036,2561
2019.05.06,18:00,1.12037,1.1206,1.12004,1.12029,2130
2019.05.06,19:00,1.12028,1.12056,1.12006,1.12008,1743
2019.05.06,20:00,1.1201,1.12017,1.11976,1.11982,1061
2019.05.06,21:05,1.11941,1.11989,1.11903,1.11969,1643
2019.05.06,22:05,1.11968,1.11999,1.11962,1.11999,545
2019.05.06,23:05,1.12,1.12015,1.11995,1.12008,749
2019.05.07,00:00,1.12004,1.12029,1.11973,1.11996,1658
2019.05.07,01:00,1.11995,1.12046,1.11967,1.12042,1597
2019.05.07,02:00,1.12041,1.12051,1.12021,1.12048,1223
2019.05.07,03:00,1.12049,1.12073,1.12032,1.12068,1287
2019.05.07,04:00,1.12069,1.1214,1.12049,1.12131,2907
2019.05.07,05:00,1.12131,1.12158,1.1208,1.12136,1900
2019.05.07,06:00,1.12136,1.12174,1.12057,1.12085,5764
2019.05.07,07:00,1.12087,1.1216,1.11937,1.11952,6678
2019.05.07,08:00,1.11951,1.12011,1.11927,1.11961,3991
2019.05.07,09:00,1.1196,1.1204,1.11935,1.12038,3246
